target_id,project,source,catalog_ids,ra_deg,dec_deg,data_products_available,estimated_download_gb,search_category,scientific_novelty,prior_significance,followup_leverage,data_quality,method_advantage,publication_value,community_integration,new_followup_balance,storage_cost_penalty,prior_review_adjustment,total_priority,target_selection_score,priority_config_version,status,notes,citations,local_coverage_status,background_target_priority_score,source_hdf5_url
HIP23693,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 23693; HIP23693,76.377917,-57.4725,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP23708,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 23708; HIP23708,76.4475,-57.553611,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP24783,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 24783; HIP24783,79.696667,-21.393611,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP25283,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 25283; HIP25283,81.125833,-38.969444,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP25421,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 25421; HIP25421,81.56125,-32.504722,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP25544,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 25544; HIP25544,81.914167,-60.415833,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP25647,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 25647; HIP25647,82.186667,-65.448333,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP25775,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 25775; HIP25775,82.558333,-42.697222,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP26373,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 26373; HIP26373,84.237083,-47.964444,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP27323,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 27323; HIP27323,86.825833,-48.525,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP27359,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 27359; HIP27359,86.919167,-36.328333,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP28442,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 28442; HIP28442,90.08125,-31.028611,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP29271,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 29271; HIP29271,92.560417,-74.752778,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP2941,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 2941; HIP2941,9.33625,-24.767222,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP29568,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 29568; HIP29568,93.43875,-23.861667,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP30314,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 30314; HIP30314,95.62875,-60.218611,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP31634,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 31634; HIP31634,99.296667,-50.038056,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP31711,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 31711; HIP31711,99.501667,-61.533333,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP31878,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 31878; HIP31878,99.958333,-61.478056,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP32366,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 32366; HIP32366,101.345417,-31.793611,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP33277,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 33277; HIP33277,103.827917,25.375556,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP33690,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 33690; HIP33690,104.99875,-61.336111,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP33817,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 33817; HIP33817,105.307083,-25.948611,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP34052,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 34052; HIP34052,105.959167,-43.561111,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP34065,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 34065; HIP34065,105.98875,-43.607778,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP34069,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 34069; HIP34069,105.995417,-43.611111,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP34361,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 34361; HIP34361,106.845417,-21.4575,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP34834,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 34834; HIP34834,108.14,-46.759167,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP34890,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 34890; HIP34890,108.279583,-63.344722,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP35296,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 35296; HIP35296,109.373333,-46.979167,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP3583,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 3583; HIP3583,11.44,-47.551944,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP3588,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 3588; HIP3588,11.45125,-41.909167,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP36210,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 36210; HIP36210,111.85625,-51.4025,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP36349,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 36349; HIP36349,112.214167,-30.246667,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP36515,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 36515; HIP36515,112.677083,-37.339167,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP37217,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 37217; HIP37217,114.670833,-21.224444,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP37853,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 37853; HIP37853,116.395833,-34.172222,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP38423,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 38423; HIP38423,118.065417,-34.705278,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP3850,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 3850; HIP3850,12.361667,-23.212222,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP38908,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 38908; HIP38908,119.445417,-60.303056,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP38910,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 38910; HIP38910,119.452083,-33.951944,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP38939,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 38939; HIP38939,119.518333,-25.626389,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP39342,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 39342; HIP39342,120.63,-66.020833,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP39903,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 39903; HIP39903,122.252917,-61.302222,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP4022,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 4022; HIP4022,12.891667,-22.91,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP40702,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 40702; HIP40702,124.631667,-76.919444,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP4148,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 4148; HIP4148,13.254583,-30.356667,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP41926,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 41926; HIP41926,128.214583,-31.500833,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP42697,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 42697; HIP42697,130.53125,-42.929167,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP42808,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 42808; HIP42808,130.825,-38.882222,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP436,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 436; HIP436,1.32375,-67.8325,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
HIP43797,2026 Technosignature Search,Breakthrough Listen HPRC full target catalog,HIP 43797; HIP43797,133.799167,-54.965556,no_hdf5_url_discovered,,new_parameter_space,2.5,2,0,2.5,1.5,1.5,3,2,0,0.08,15,0.455,background_priority_v0,metadata_discovery_required,Previous BL extended-corpus discovery did not find an HDF5 URL; retry metadata discovery before any raw acquisition.,docs/bl_hprc_target_list_research.md; docs/astrometrics_data_selection_policy.md; docs/SYSTEMATIC_SEARCH_PLAN.md,not_searched_product_discovery_failed,0.375,
